256 14.22 917.08
256 14.22 926.15
256 14.34 925.84
1024 116.15 4158.11
1024 117.06 4179.14
1024 121.20 4176.83
4096 896.07 18820.57
4096 905.96 18787.43
4096 921.03 18879.97
16384 4054.49 85040.59
16384 4117.38 85467.65
16384 4185.51 85317.84
65536 25631.22 379169.60
65536 25810.93 377524.50
65536 25859.96 377818.46
131072 56636.53 802028.11
131072 57258.35 800650.69
